item_id,name,category,price,short_description,designer,depth,height,width,other_colors,sellable_online,rating,reviews_count,content
IKEA00329,BESTA,Desk,678,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,34,176,156,"Brown, White, Grey",True,4.4,56,Product Name: BESTA. Category: Desk. Price: 678. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 156cm width x 34cm depth x 176cm height.
IKEA00330,LACK,Dining Furniture,15648,Minimalist design suitable for modern homes.,Henrik Preutz,53,148,42,"Black, Blue, Green",True,4.7,189,Product Name: LACK. Category: Dining Furniture. Price: 15648. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 42cm width x 53cm depth x 148cm height.
IKEA00331,TROFAST,Dining Furniture,20992,Minimalist design suitable for modern homes.,IKEA Design Team,32,41,32,"Brown, Beige, Blue",True,3.7,462,Product Name: TROFAST. Category: Dining Furniture. Price: 20992. Description: Minimalist design suitable for modern homes.. Designer: IKEA Design Team. Dimensions: 32cm width x 32cm depth x 41cm height.
IKEA00332,EKET,TV Unit,18082,Space-saving furniture with easy assembly.,IKEA Design Team,67,117,76,"Black, Oak, Blue",False,3.5,202,Product Name: EKET. Category: TV Unit. Price: 18082. Description: Space-saving furniture with easy assembly.. Designer: IKEA Design Team. Dimensions: 76cm width x 67cm depth x 117cm height.
IKEA00333,BRIMNES,Storage,28138,Space-saving furniture with easy assembly.,Jon Karlsson,34,63,45,"Brown, White, Oak",False,4.6,352,Product Name: BRIMNES. Category: Storage. Price: 28138. Description: Space-saving furniture with easy assembly.. Designer: Jon Karlsson. Dimensions: 45cm width x 34cm depth x 63cm height.
IKEA00334,EKET,Table,40562,Minimalist design suitable for modern homes.,Henrik Preutz,98,37,63,"Green, Oak, White",False,3.9,37,Product Name: EKET. Category: Table. Price: 40562. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 63cm width x 98cm depth x 37cm height.
IKEA00335,LACK,Dining Furniture,21092,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,93,215,174,"Oak, Beige, Brown",True,3.9,377,Product Name: LACK. Category: Dining Furniture. Price: 21092. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 174cm width x 93cm depth x 215cm height.
IKEA00336,HEMNES,Storage,23158,Space-saving furniture with easy assembly.,Monika Mulder,39,172,186,"White, Green, Beige",True,4.0,245,Product Name: HEMNES. Category: Storage. Price: 23158. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 186cm width x 39cm depth x 172cm height.
IKEA00337,IVAR,Storage,11338,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,61,91,114,"Grey, White, Green",True,4.1,198,Product Name: IVAR. Category: Storage. Price: 11338. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Monika Mulder. Dimensions: 114cm width x 61cm depth x 91cm height.
IKEA00338,PAX,Desk,5665,Minimalist design suitable for modern homes.,Monika Mulder,93,144,52,"Green, Oak, Brown",True,5.0,386,Product Name: PAX. Category: Desk. Price: 5665. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 52cm width x 93cm depth x 144cm height.
IKEA00339,ALEX,Sofa,7225,Minimalist design suitable for modern homes.,Monika Mulder,24,172,170,"White, Blue, Green",True,4.8,292,Product Name: ALEX. Category: Sofa. Price: 7225. Description: Minimalist design suitable for modern homes.. Designer: Monika Mulder. Dimensions: 170cm width x 24cm depth x 172cm height.
IKEA00340,HEMNES,Dining Furniture,44504,Minimalist design suitable for modern homes.,Henrik Preutz,66,43,87,"Green, Brown, Grey",False,4.4,191,Product Name: HEMNES. Category: Dining Furniture. Price: 44504. Description: Minimalist design suitable for modern homes.. Designer: Henrik Preutz. Dimensions: 87cm width x 66cm depth x 43cm height.
IKEA00341,BRIMNES,Storage,7971,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,20,117,120,"Grey, Green, Blue",True,4.4,28,Product Name: BRIMNES. Category: Storage. Price: 7971. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Jon Karlsson. Dimensions: 120cm width x 20cm depth x 117cm height.
IKEA00342,MALM,Storage,9703,Simple design with clean Scandinavian lines.,Monika Mulder,33,95,186,"Oak, Black, White",False,3.4,427,Product Name: MALM. Category: Storage. Price: 9703. Description: Simple design with clean Scandinavian lines.. Designer: Monika Mulder. Dimensions: 186cm width x 33cm depth x 95cm height.
IKEA00343,TROFAST,Desk,47474,Durable furniture with practical storage space.,IKEA Design Team,73,41,192,"Black, Blue, Oak",False,4.3,494,Product Name: TROFAST. Category: Desk. Price: 47474. Description: Durable furniture with practical storage space.. Designer: IKEA Design Team. Dimensions: 192cm width x 73cm depth x 41cm height.
IKEA00344,MICKE,Table,33190,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,26,171,140,"Green, Grey, Black",True,4.5,70,Product Name: MICKE. Category: Table. Price: 33190. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 140cm width x 26cm depth x 171cm height.
IKEA00345,BILLY,Bookshelf,43590,Affordable and stylish furniture for everyday use.,Ola Wihlborg,61,159,128,"Blue, Grey, Beige",True,3.5,498,Product Name: BILLY. Category: Bookshelf. Price: 43590. Description: Affordable and stylish furniture for everyday use.. Designer: Ola Wihlborg. Dimensions: 128cm width x 61cm depth x 159cm height.
IKEA00346,BESTA,Bed,30176,Simple design with clean Scandinavian lines.,Jon Karlsson,37,135,184,"Grey, Blue, Beige",True,4.4,483,Product Name: BESTA. Category: Bed. Price: 30176. Description: Simple design with clean Scandinavian lines.. Designer: Jon Karlsson. Dimensions: 184cm width x 37cm depth x 135cm height.
IKEA00347,MICKE,Dining Furniture,14742,Compact furniture suitable for small apartments.,Jon Karlsson,99,212,104,"Beige, Green, Black",True,4.0,360,Product Name: MICKE. Category: Dining Furniture. Price: 14742. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 104cm width x 99cm depth x 212cm height.
IKEA00348,ALEX,Wardrobe,47052,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,91,152,179,"Blue, Beige, Green",True,4.8,221,Product Name: ALEX. Category: Wardrobe. Price: 47052. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 179cm width x 91cm depth x 152cm height.
IKEA00349,TROFAST,Sofa,34756,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,68,67,43,"White, Black, Brown",True,5.0,354,Product Name: TROFAST. Category: Sofa. Price: 34756. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 43cm width x 68cm depth x 67cm height.
IKEA00350,LACK,Table,4564,Space-saving furniture with easy assembly.,Henrik Preutz,46,168,38,"Beige, Blue, Oak",True,4.2,350,Product Name: LACK. Category: Table. Price: 4564. Description: Space-saving furniture with easy assembly.. Designer: Henrik Preutz. Dimensions: 38cm width x 46cm depth x 168cm height.
IKEA00351,BRIMNES,Cabinet,15199,Space-saving furniture with easy assembly.,Ola Wihlborg,69,90,160,"Grey, Beige, Blue",True,4.9,203,Product Name: BRIMNES. Category: Cabinet. Price: 15199. Description: Space-saving furniture with easy assembly.. Designer: Ola Wihlborg. Dimensions: 160cm width x 69cm depth x 90cm height.
IKEA00352,PAX,Dining Furniture,20989,Affordable and stylish furniture for everyday use.,IKEA Design Team,21,220,94,"Oak, Grey, Green",True,4.8,365,Product Name: PAX. Category: Dining Furniture. Price: 20989. Description: Affordable and stylish furniture for everyday use.. Designer: IKEA Design Team. Dimensions: 94cm width x 21cm depth x 220cm height.
IKEA00353,BRIMNES,Dining Furniture,24599,Simple design with clean Scandinavian lines.,Ola Wihlborg,89,219,184,"Oak, Blue, Beige",True,3.6,95,Product Name: BRIMNES. Category: Dining Furniture. Price: 24599. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 184cm width x 89cm depth x 219cm height.
IKEA00354,ALEX,Chair,12752,Compact furniture suitable for small apartments.,Ola Wihlborg,35,126,40,"Blue, Brown, Grey",True,3.3,304,Product Name: ALEX. Category: Chair. Price: 12752. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 40cm width x 35cm depth x 126cm height.
IKEA00355,IVAR,Bed,868,Durable furniture with practical storage space.,Monika Mulder,39,40,69,"Beige, Grey, White",True,4.0,298,Product Name: IVAR. Category: Bed. Price: 868. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 69cm width x 39cm depth x 40cm height.
IKEA00356,MICKE,Wardrobe,5275,Simple design with clean Scandinavian lines.,Henrik Preutz,87,86,77,"Black, Blue, Grey",True,3.8,279,Product Name: MICKE. Category: Wardrobe. Price: 5275. Description: Simple design with clean Scandinavian lines.. Designer: Henrik Preutz. Dimensions: 77cm width x 87cm depth x 86cm height.
IKEA00357,PAX,Chair,23397,Compact furniture suitable for small apartments.,Jon Karlsson,62,114,122,"Grey, Black, Green",False,5.0,426,Product Name: PAX. Category: Chair. Price: 23397. Description: Compact furniture suitable for small apartments.. Designer: Jon Karlsson. Dimensions: 122cm width x 62cm depth x 114cm height.
IKEA00358,TROFAST,Dining Furniture,1075,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,77,91,194,"Oak, White, Beige",True,3.8,412,Product Name: TROFAST. Category: Dining Furniture. Price: 1075. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Henrik Preutz. Dimensions: 194cm width x 77cm depth x 91cm height.
IKEA00359,BILLY,Bookshelf,17314,Affordable and stylish furniture for everyday use.,Henrik Preutz,23,162,125,"Green, Oak, White",True,4.8,103,Product Name: BILLY. Category: Bookshelf. Price: 17314. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 125cm width x 23cm depth x 162cm height.
IKEA00360,BESTA,Cabinet,5895,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,88,166,31,"Black, Green, Beige",True,4.7,222,Product Name: BESTA. Category: Cabinet. Price: 5895. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Jon Karlsson. Dimensions: 31cm width x 88cm depth x 166cm height.
IKEA00361,IVAR,Chair,13971,Affordable and stylish furniture for everyday use.,Monika Mulder,29,205,69,"White, Oak, Beige",True,3.1,42,Product Name: IVAR. Category: Chair. Price: 13971. Description: Affordable and stylish furniture for everyday use.. Designer: Monika Mulder. Dimensions: 69cm width x 29cm depth x 205cm height.
IKEA00362,KALLAX,Table,17008,Affordable and stylish furniture for everyday use.,IKEA Design Team,93,88,96,"Blue, Oak, Green",False,3.9,13,Product Name: KALLAX. Category: Table. Price: 17008. Description: Affordable and stylish furniture for everyday use.. Designer: IKEA Design Team. Dimensions: 96cm width x 93cm depth x 88cm height.
IKEA00363,PAX,Dining Furniture,8252,Affordable and stylish furniture for everyday use.,IKEA Design Team,99,46,179,"White, Beige, Green",True,4.9,59,Product Name: PAX. Category: Dining Furniture. Price: 8252. Description: Affordable and stylish furniture for everyday use.. Designer: IKEA Design Team. Dimensions: 179cm width x 99cm depth x 46cm height.
IKEA00364,LACK,Dining Furniture,20248,Affordable and stylish furniture for everyday use.,IKEA Design Team,56,142,127,"Blue, Green, Beige",True,3.9,278,Product Name: LACK. Category: Dining Furniture. Price: 20248. Description: Affordable and stylish furniture for everyday use.. Designer: IKEA Design Team. Dimensions: 127cm width x 56cm depth x 142cm height.
IKEA00365,HEMNES,Table,49438,Minimalist design suitable for modern homes.,Ola Wihlborg,57,192,66,"Grey, Beige, Blue",True,4.9,10,Product Name: HEMNES. Category: Table. Price: 49438. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 66cm width x 57cm depth x 192cm height.
IKEA00366,MICKE,Cabinet,9764,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,20,176,182,"Blue, Grey, Green",True,3.6,388,Product Name: MICKE. Category: Cabinet. Price: 9764. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: IKEA Design Team. Dimensions: 182cm width x 20cm depth x 176cm height.
IKEA00367,BRIMNES,Wardrobe,14375,Minimalist design suitable for modern homes.,Ola Wihlborg,38,71,77,"Oak, Grey, Brown",True,3.2,348,Product Name: BRIMNES. Category: Wardrobe. Price: 14375. Description: Minimalist design suitable for modern homes.. Designer: Ola Wihlborg. Dimensions: 77cm width x 38cm depth x 71cm height.
IKEA00368,TROFAST,TV Unit,4063,Simple design with clean Scandinavian lines.,Ola Wihlborg,79,195,170,"Black, Brown, Beige",True,3.5,106,Product Name: TROFAST. Category: TV Unit. Price: 4063. Description: Simple design with clean Scandinavian lines.. Designer: Ola Wihlborg. Dimensions: 170cm width x 79cm depth x 195cm height.
IKEA00369,BRIMNES,TV Unit,32427,Durable furniture with practical storage space.,Henrik Preutz,36,201,197,"Oak, White, Brown",True,4.8,167,Product Name: BRIMNES. Category: TV Unit. Price: 32427. Description: Durable furniture with practical storage space.. Designer: Henrik Preutz. Dimensions: 197cm width x 36cm depth x 201cm height.
IKEA00370,EKET,Storage,22017,Affordable and stylish furniture for everyday use.,Henrik Preutz,94,69,174,"Beige, Blue, Brown",False,3.3,165,Product Name: EKET. Category: Storage. Price: 22017. Description: Affordable and stylish furniture for everyday use.. Designer: Henrik Preutz. Dimensions: 174cm width x 94cm depth x 69cm height.
IKEA00371,HEMNES,Desk,47173,Space-saving furniture with easy assembly.,Monika Mulder,55,122,64,"Beige, Oak, Blue",False,3.7,161,Product Name: HEMNES. Category: Desk. Price: 47173. Description: Space-saving furniture with easy assembly.. Designer: Monika Mulder. Dimensions: 64cm width x 55cm depth x 122cm height.
IKEA00372,EKET,Cabinet,7631,Compact furniture suitable for small apartments.,Ola Wihlborg,30,101,65,"Oak, Brown, Beige",True,4.5,461,Product Name: EKET. Category: Cabinet. Price: 7631. Description: Compact furniture suitable for small apartments.. Designer: Ola Wihlborg. Dimensions: 65cm width x 30cm depth x 101cm height.
IKEA00373,KALLAX,Cabinet,41893,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,94,133,181,"Oak, White, Grey",True,4.1,281,Product Name: KALLAX. Category: Cabinet. Price: 41893. Description: Modern Scandinavian furniture with a simple and functional design.. Designer: Ola Wihlborg. Dimensions: 181cm width x 94cm depth x 133cm height.
IKEA00374,EKET,Dining Furniture,10239,Durable furniture with practical storage space.,Monika Mulder,48,180,104,"Brown, Oak, Grey",True,3.8,262,Product Name: EKET. Category: Dining Furniture. Price: 10239. Description: Durable furniture with practical storage space.. Designer: Monika Mulder. Dimensions: 104cm width x 48cm depth x 180cm height.
